customer_id,transaction_id,transaction_amount,transaction_type,transaction_date,channel
CUST002670,TXN00000148,913.29,payment,2024-02-09,mobile
CUST003063,TXN00000149,24183.7,deposit,2024-10-29,net_banking
CUST004287,TXN00000150,109664.69,deposit,2023-12-16,net_banking
CUST000342,TXN00000151,10969.65,withdrawal,2025-02-15,mobile
CUST002993,TXN00000152,29990.19,transfer,2024-01-23,atm
CUST000191,TXN00000153,14035.49,transfer,2025-01-09,atm
CUST001783,TXN00000154,16104.79,withdrawal,2023-09-30,mobile
CUST003425,TXN00000155,23173.26,deposit,2023-06-19,atm
CUST003770,TXN00000156,240.42,withdrawal,2024-02-10,mobile
CUST003681,TXN00000157,19815.88,transfer,2024-09-07,branch
CUST002340,TXN00000158,31030.67,payment,2025-02-16,atm
CUST001733,TXN00000159,6786.01,transfer,2025-08-25,branch
CUST004301,TXN00000160,118451.75,deposit,2024-11-12,mobile
CUST004145,TXN00000161,87759.73,deposit,2023-06-04,mobile
CUST001230,TXN00000162,57433.39,transfer,2025-03-10,net_banking
CUST003711,TXN00000163,6814.46,transfer,2025-09-23,atm
CUST002211,TXN00000164,5368.61,payment,2024-11-02,atm
CUST001268,TXN00000165,6647.01,payment,2024-02-25,net_banking
CUST003342,TXN00000166,41311.64,payment,2023-09-27,atm
CUST001000,TXN00000167,2021.39,deposit,2025-02-09,branch
CUST003544,TXN00000168,15294.22,withdrawal,2024-06-22,net_banking
CUST000609,TXN00000169,50553.07,deposit,2024-02-13,mobile
CUST001155,TXN00000170,14413.45,deposit,2025-02-12,branch
CUST002508,TXN00000171,15121.18,transfer,2025-10-11,branch
CUST000469,TXN00000172,67930.22,deposit,2025-01-07,atm
CUST004903,TXN00000173,113902.6,deposit,2023-12-27,net_banking
CUST000284,TXN00000174,10000.59,transfer,2023-10-15,mobile
CUST002615,TXN00000175,53920.87,deposit,2023-01-04,atm
CUST000255,TXN00000176,6336.29,withdrawal,2025-07-31,branch
CUST002313,TXN00000177,12698.06,withdrawal,2025-03-30,branch
CUST002003,TXN00000178,2928.67,transfer,2024-11-14,net_banking
CUST002139,TXN00000179,16722.98,transfer,2025-09-26,mobile
CUST000926,TXN00000180,11424.87,payment,2025-10-09,atm
CUST003414,TXN00000181,80688.06,deposit,2023-05-29,branch
CUST004132,TXN00000182,27236.28,deposit,2024-08-31,mobile
CUST000383,TXN00000183,44154.6,transfer,2025-09-26,net_banking
CUST003079,TXN00000184,13671.78,withdrawal,2023-09-06,branch
CUST000539,TXN00000185,32309.29,payment,2025-08-05,mobile
CUST004902,TXN00000186,130035.25,deposit,2023-08-03,branch
CUST001307,TXN00000187,7071.65,atm,2024-09-25,atm
CUST000061,TXN00000188,6851.97,deposit,2023-09-30,branch
CUST004009,TXN00000189,25847.86,withdrawal,2024-09-23,mobile
CUST002003,TXN00000190,13378.29,payment,2023-07-08,branch
CUST004367,TXN00000191,22761.87,deposit,2024-03-23,branch
CUST002144,TXN00000192,46000.19,deposit,2023-12-09,atm
CUST000733,TXN00000193,3221.04,withdrawal,2024-12-05,mobile
CUST000794,TXN00000194,1396.83,payment,2023-05-23,atm
CUST004932,TXN00000195,5050.03,transfer,2024-04-06,atm
CUST001392,TXN00000196,14827.93,deposit,2024-03-16,atm
CUST000263,TXN00000197,90689.38,deposit,2023-07-06,net_banking
CUST000041,TXN00000198,54647.8,deposit,2025-03-04,branch
CUST001936,TXN00000199,1419.88,payment,2023-10-20,atm
CUST001284,TXN00000200,52460.02,deposit,2023-01-15,atm
CUST001677,TXN00000201,26237.14,transfer,2024-05-08,mobile
CUST002969,TXN00000202,108640.17,deposit,2025-05-12,mobile
CUST002667,TXN00000203,8509.29,atm,2024-07-11,atm
CUST000980,TXN00000204,2530.11,withdrawal,2023-06-02,net_banking
CUST000824,TXN00000205,18867.48,deposit,2025-03-21,atm
CUST001664,TXN00000206,85046.18,deposit,2023-11-03,net_banking
CUST000001,TXN00000207,6088.78,withdrawal,2024-11-23,atm
CUST003399,TXN00000208,7435.04,deposit,2025-02-25,mobile
CUST004240,TXN00000209,3140.53,atm,2024-03-29,branch
CUST004818,TXN00000210,57015.59,deposit,2023-02-26,net_banking
CUST000836,TXN00000211,26725.73,withdrawal,2023-03-31,branch
CUST002541,TXN00000212,3273.69,withdrawal,2025-03-12,net_banking
CUST000045,TXN00000213,2638.92,atm,2024-06-07,net_banking
CUST002956,TXN00000214,37391.56,withdrawal,2024-08-17,atm
CUST002356,TXN00000215,2429.98,transfer,2023-02-13,mobile
CUST001750,TXN00000216,14238.27,deposit,2023-08-04,branch
CUST003326,TXN00000217,10834.49,transfer,2025-09-23,net_banking
CUST000265,TXN00000218,23912.43,withdrawal,2023-11-27,atm
CUST003781,TXN00000219,2298.27,withdrawal,2025-04-01,branch
CUST003207,TXN00000220,34555.28,transfer,2025-11-21,net_banking
CUST001608,TXN00000221,19698.95,transfer,2025-10-19,mobile
CUST000084,TXN00000222,717.15,deposit,2025-09-22,branch
CUST000245,TXN00000223,20062.88,payment,2024-04-10,net_banking
CUST003997,TXN00000224,6729.56,withdrawal,2023-10-20,atm
CUST000943,TXN00000225,20778.92,transfer,2024-08-28,net_banking
CUST001785,TXN00000226,29072.43,deposit,2024-12-28,branch
CUST004587,TXN00000227,6467.23,atm,2023-02-07,atm
CUST004774,TXN00000228,34502.67,withdrawal,2025-05-19,net_banking
CUST001108,TXN00000229,32048.78,payment,2024-02-21,atm
CUST000761,TXN00000230,22024.07,deposit,2025-12-02,mobile
CUST002139,TXN00000231,25539.18,deposit,2025-05-31,net_banking
CUST003621,TXN00000232,64645.15,deposit,2025-06-19,net_banking
CUST000921,TXN00000233,4624.56,withdrawal,2023-12-22,net_banking
CUST001391,TXN00000234,45657.04,deposit,2023-06-14,mobile
CUST002086,TXN00000235,8145.75,transfer,2024-01-18,branch
CUST004719,TXN00000236,80096.15,deposit,2024-06-28,branch
CUST000789,TXN00000237,35619.66,withdrawal,2023-03-16,net_banking
CUST004501,TXN00000238,6522.88,deposit,2024-01-20,mobile
CUST001731,TXN00000239,20449.4,transfer,2023-07-31,branch
CUST004450,TXN00000240,62375.19,deposit,2024-12-25,atm
CUST000894,TXN00000241,8167.84,deposit,2025-02-22,net_banking
CUST003166,TXN00000242,58546.36,deposit,2025-09-09,atm
CUST002128,TXN00000243,25954.09,withdrawal,2024-11-08,branch
CUST004548,TXN00000244,41835.76,deposit,2023-06-09,net_banking
CUST002031,TXN00000245,37408.81,transfer,2023-11-14,net_banking
CUST003839,TXN00000246,40102.96,payment,2023-12-16,atm
CUST000982,TXN00000247,54061.2,deposit,2023-08-08,net_banking
CUST001954,TXN00000248,23666.07,withdrawal,2024-11-14,mobile
CUST000092,TXN00000249,102413.83,deposit,2025-04-18,net_banking
CUST004624,TXN00000250,30729.52,deposit,2025-12-19,branch
CUST002859,TXN00000251,108065.17,deposit,2023-03-29,net_banking
CUST001596,TXN00000252,22758.14,deposit,2023-01-31,mobile
CUST000435,TXN00000253,55158.79,deposit,2023-08-03,atm
CUST003890,TXN00000254,6030.52,withdrawal,2023-05-14,branch
CUST000143,TXN00000255,114184.28,deposit,2025-07-27,branch
CUST004931,TXN00000256,35487.16,withdrawal,2024-09-19,net_banking
CUST002273,TXN00000257,62563.31,deposit,2023-08-27,net_banking
CUST002026,TXN00000258,30323.82,withdrawal,2024-09-17,mobile
CUST000954,TXN00000259,25202.96,transfer,2025-02-02,atm
CUST004058,TXN00000260,21801.68,withdrawal,2023-12-01,atm
CUST001476,TXN00000261,12574.33,transfer,2024-03-23,mobile
CUST002167,TXN00000262,3921.53,payment,2023-06-11,branch
CUST002675,TXN00000263,40426.08,withdrawal,2023-08-12,net_banking
CUST000516,TXN00000264,2004.19,transfer,2025-07-07,atm
CUST004247,TXN00000265,16592.41,transfer,2025-11-04,atm
CUST003152,TXN00000266,27337.2,payment,2025-06-02,branch
CUST002902,TXN00000267,28769.84,payment,2025-08-22,branch
CUST001312,TXN00000268,4062.5,transfer,2024-05-07,atm
CUST002051,TXN00000269,4863.95,transfer,2023-04-03,branch
CUST001785,TXN00000270,2996.54,atm,2024-08-11,branch
CUST001544,TXN00000271,77222.31,deposit,2025-06-14,mobile
CUST003392,TXN00000272,16548.88,deposit,2025-08-02,atm
CUST001398,TXN00000273,17074.05,deposit,2025-09-13,mobile
CUST002817,TXN00000274,41038.39,deposit,2024-12-15,atm
CUST002502,TXN00000275,17415.96,withdrawal,2023-07-20,atm
CUST004194,TXN00000276,19765.78,withdrawal,2024-04-18,atm
CUST000155,TXN00000277,78450.93,deposit,2024-07-03,mobile
CUST004496,TXN00000278,11795.84,deposit,2025-01-19,atm
CUST004155,TXN00000279,29666.47,transfer,2025-06-06,branch
CUST004253,TXN00000280,2577.55,withdrawal,2024-06-25,branch
CUST004164,TXN00000281,2836.17,transfer,2023-09-23,net_banking
CUST002330,TXN00000282,14458.81,payment,2025-12-15,mobile
CUST003541,TXN00000283,23072.32,deposit,2023-03-11,atm
CUST001783,TXN00000284,8315.43,transfer,2024-06-20,mobile
CUST000768,TXN00000285,13175.34,withdrawal,2023-11-07,mobile
CUST004261,TXN00000286,255.92,transfer,2024-04-14,branch
CUST004298,TXN00000287,10352.25,transfer,2023-06-15,atm
CUST002345,TXN00000288,4603.87,withdrawal,2025-09-04,mobile
CUST004595,TXN00000289,25189.46,transfer,2024-02-21,mobile
CUST003892,TXN00000290,14474.95,transfer,2025-09-25,branch
CUST004574,TXN00000291,17660.08,deposit,2024-01-15,net_banking
CUST004128,TXN00000292,622.66,withdrawal,2024-02-14,atm
CUST003987,TXN00000293,2918.93,deposit,2025-10-28,net_banking
CUST000596,TXN00000294,19685.69,payment,2025-04-06,branch
CUST001266,TXN00000295,23207.82,withdrawal,2025-08-24,mobile
CUST003389,TXN00000296,28931.06,payment,2023-05-26,branch
CUST002774,TXN00000297,2787.81,transfer,2025-09-11,branch
CUST001423,TXN00000298,24179.37,withdrawal,2024-03-29,net_banking
CUST004648,TXN00000299,24410.6,deposit,2023-11-14,mobile
CUST003671,TXN00000300,12518.02,transfer,2024-12-14,mobile
CUST004863,TXN00000301,64341.18,deposit,2025-11-23,mobile
CUST001991,TXN00000302,6207.34,payment,2023-12-09,net_banking
CUST004192,TXN00000303,9447.95,withdrawal,2025-06-03,mobile
CUST001894,TXN00000304,4193.63,atm,2023-03-02,branch
CUST004719,TXN00000305,73525.28,deposit,2024-07-21,branch
CUST001233,TXN00000306,22766.0,withdrawal,2025-06-15,branch
CUST001299,TXN00000307,67334.88,deposit,2023-09-20,net_banking
CUST004494,TXN00000308,16753.06,withdrawal,2024-03-14,atm
CUST004461,TXN00000309,30183.29,transfer,2025-09-09,mobile
CUST001065,TXN00000310,15421.9,transfer,2025-05-01,mobile
CUST002719,TXN00000311,23691.82,transfer,2023-04-11,atm
CUST002947,TXN00000312,15792.21,transfer,2024-05-29,mobile
CUST003402,TXN00000313,37065.18,withdrawal,2025-09-01,net_banking
CUST003412,TXN00000314,36712.14,transfer,2024-12-25,mobile
CUST002808,TXN00000315,19171.6,withdrawal,2025-12-10,net_banking
CUST004611,TXN00000316,88820.16,deposit,2025-10-31,mobile
CUST003392,TXN00000317,137294.84,deposit,2025-11-16,mobile
CUST003603,TXN00000318,51890.79,deposit,2023-12-07,mobile
CUST003092,TXN00000319,7720.68,deposit,2023-01-09,mobile
CUST002879,TXN00000320,19491.49,payment,2023-11-15,branch
CUST003928,TXN00000321,4944.47,payment,2023-05-27,atm
CUST000889,TXN00000322,34337.32,transfer,2025-04-21,mobile
CUST001326,TXN00000323,288.32,withdrawal,2025-11-06,branch
CUST002491,TXN00000324,26502.38,deposit,2025-06-14,branch
CUST004199,TXN00000325,20844.41,transfer,2023-02-01,atm
CUST000833,TXN00000326,41165.71,transfer,2023-01-07,atm
CUST004116,TXN00000327,86866.83,deposit,2024-04-26,mobile
CUST002491,TXN00000328,84133.07,deposit,2024-08-18,mobile
CUST002941,TXN00000329,4804.41,payment,2025-02-03,atm
CUST002986,TXN00000330,19746.85,withdrawal,2024-03-10,mobile
CUST004549,TXN00000331,1761.4,deposit,2025-10-11,branch
CUST002793,TXN00000332,24945.49,withdrawal,2024-10-06,atm
CUST001722,TXN00000333,45069.83,withdrawal,2024-08-04,branch
CUST000417,TXN00000334,60.38,withdrawal,2025-06-02,atm
CUST000954,TXN00000335,50817.93,withdrawal,2023-05-17,net_banking
CUST001587,TXN00000336,4355.81,atm,2023-12-03,net_banking
CUST002392,TXN00000337,14136.0,transfer,2023-07-07,branch
CUST002404,TXN00000338,104077.37,deposit,2025-03-03,atm
CUST002689,TXN00000339,25702.34,withdrawal,2025-03-16,branch
CUST003150,TXN00000340,20224.83,withdrawal,2025-05-05,branch
CUST003054,TXN00000341,81311.57,deposit,2024-09-27,atm
CUST004821,TXN00000342,31435.97,withdrawal,2023-08-25,atm
CUST002624,TXN00000343,478.79,withdrawal,2023-02-10,mobile
CUST003433,TXN00000344,5501.21,atm,2024-06-16,net_banking
CUST000863,TXN00000345,29833.25,deposit,2024-05-08,atm
CUST000464,TXN00000346,9106.45,payment,2024-03-02,branch
CUST004921,TXN00000347,5876.57,transfer,2023-05-24,mobile
CUST000695,TXN00000348,17807.64,transfer,2024-10-24,net_banking
CUST003601,TXN00000349,41445.02,transfer,2025-08-31,mobile
CUST002807,TXN00000350,50586.38,withdrawal,2025-09-20,mobile
CUST002045,TXN00000351,91485.12,deposit,2024-12-14,atm
CUST004317,TXN00000352,1200.16,atm,2025-01-28,branch
CUST000431,TXN00000353,20370.84,deposit,2025-09-16,atm
CUST003987,TXN00000354,41011.31,transfer,2024-02-18,mobile
CUST001087,TXN00000355,51151.14,deposit,2025-08-16,branch
CUST004828,TXN00000356,18761.02,withdrawal,2023-08-31,mobile
CUST000247,TXN00000357,7210.75,payment,2023-02-18,mobile
CUST004409,TXN00000358,21603.21,transfer,2024-09-02,mobile
CUST004587,TXN00000359,16616.15,payment,2025-07-04,atm
CUST004682,TXN00000360,13437.04,deposit,2025-03-03,atm
CUST002209,TXN00000361,33338.03,transfer,2025-03-11,branch
CUST004255,TXN00000362,11025.4,transfer,2023-06-11,net_banking
CUST001002,TXN00000363,11052.6,withdrawal,2024-08-07,branch
CUST002306,TXN00000364,6421.21,transfer,2025-07-27,branch
CUST003709,TXN00000365,20490.39,deposit,2023-11-05,atm
CUST004594,TXN00000366,1782.2,withdrawal,2025-07-31,mobile
CUST004503,TXN00000367,33437.06,withdrawal,2023-07-05,mobile
CUST001016,TXN00000368,2110.84,payment,2025-07-08,mobile
CUST004579,TXN00000369,888.75,payment,2025-12-07,branch
CUST000153,TXN00000370,27480.94,withdrawal,2025-09-10,atm
CUST000004,TXN00000371,3322.67,payment,2024-01-27,mobile
CUST004921,TXN00000372,32075.05,transfer,2025-07-14,atm
CUST002495,TXN00000373,50248.59,transfer,2023-07-08,atm
CUST003952,TXN00000374,30653.75,deposit,2025-06-19,atm
CUST000574,TXN00000375,4878.78,withdrawal,2025-03-14,mobile
CUST004376,TXN00000376,613.24,deposit,2025-04-19,mobile
CUST002483,TXN00000377,21240.97,transfer,2023-02-25,net_banking
CUST003297,TXN00000378,19733.69,withdrawal,2025-09-23,atm
CUST000249,TXN00000379,5841.77,transfer,2024-05-23,net_banking
CUST004614,TXN00000380,4110.05,transfer,2025-08-10,atm
CUST001396,TXN00000381,15671.66,deposit,2023-06-06,mobile
CUST004351,TXN00000382,62115.02,transfer,2023-12-01,branch
CUST000194,TXN00000383,36935.09,transfer,2024-12-28,mobile
CUST003157,TXN00000384,20132.81,deposit,2025-12-10,atm
CUST003431,TXN00000385,425.83,withdrawal,2023-12-13,mobile
CUST001542,TXN00000386,37729.25,deposit,2024-09-07,branch
CUST002232,TXN00000387,3354.87,payment,2025-07-23,net_banking
CUST004211,TXN00000388,10560.44,transfer,2025-05-16,atm
CUST000764,TXN00000389,6419.95,transfer,2024-02-09,mobile
CUST001854,TXN00000390,46978.9,deposit,2024-09-28,mobile
CUST000164,TXN00000391,33534.97,deposit,2025-07-05,atm
CUST003099,TXN00000392,99648.42,deposit,2023-12-25,net_banking
CUST000435,TXN00000393,1688.84,transfer,2023-06-09,net_banking
CUST000517,TXN00000394,69777.2,transfer,2024-05-18,mobile
CUST003342,TXN00000395,3257.22,withdrawal,2025-05-26,net_banking
CUST002966,TXN00000396,30630.04,deposit,2023-05-07,mobile
CUST004438,TXN00000397,80139.81,deposit,2023-12-22,atm
CUST002133,TXN00000398,7199.9,deposit,2025-11-16,mobile
CUST004180,TXN00000399,3024.28,payment,2024-03-06,net_banking
CUST001737,TXN00000400,47120.38,deposit,2024-01-04,net_banking
CUST003521,TXN00000401,106967.17,deposit,2025-05-15,branch
CUST004068,TXN00000402,32521.29,transfer,2024-05-23,net_banking
CUST003725,TXN00000403,18755.62,transfer,2024-06-10,branch
CUST003795,TXN00000404,24897.66,transfer,2024-10-11,branch
CUST003067,TXN00000405,39070.99,transfer,2024-06-17,branch
CUST002833,TXN00000406,7555.11,transfer,2024-12-20,branch
CUST001075,TXN00000407,66535.3,deposit,2025-06-01,branch
CUST000785,TXN00000408,23022.52,transfer,2025-07-19,mobile
CUST003602,TXN00000409,6029.86,deposit,2023-09-01,net_banking
CUST004384,TXN00000410,45289.75,deposit,2024-05-27,net_banking
CUST001047,TXN00000411,15694.29,withdrawal,2023-02-04,branch
CUST004788,TXN00000412,7447.77,atm,2024-03-07,branch
CUST004711,TXN00000413,66516.74,withdrawal,2025-10-13,mobile
CUST000124,TXN00000414,6262.34,payment,2023-02-25,branch
CUST001966,TXN00000415,37101.13,transfer,2024-03-04,mobile
CUST001304,TXN00000416,9721.05,payment,2025-01-16,net_banking
CUST002837,TXN00000417,23052.59,payment,2023-10-30,net_banking
CUST004973,TXN00000418,11248.55,withdrawal,2025-06-25,mobile
CUST001880,TXN00000419,35647.58,withdrawal,2024-03-01,branch
CUST000242,TXN00000420,25717.01,withdrawal,2025-10-30,net_banking
CUST003645,TXN00000421,9611.14,withdrawal,2025-12-20,branch
CUST004636,TXN00000422,24287.79,deposit,2025-11-09,mobile
