customer_id,rank,product_id,product_name,category
CUST000030,5,PROD0017,NRI Account,checking
CUST000031,1,PROD0019,Debit Card Premium,card
CUST000031,2,PROD0025,Crop Insurance,insurance
CUST000031,3,PROD0011,Business Account,business
CUST000031,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000031,5,PROD0013,Rewards Credit Card,credit_card
CUST000032,1,PROD0009,Health Insurance,insurance
CUST000032,2,PROD0015,Wealth Management,investment
CUST000032,3,PROD0004,Personal Loan,loan
CUST000032,4,PROD0011,Business Account,business
CUST000032,5,PROD0019,Debit Card Premium,card
CUST000033,1,PROD0004,Personal Loan,loan
CUST000033,2,PROD0008,Mutual Fund Starter,investment
CUST000033,3,PROD0019,Debit Card Premium,card
CUST000033,4,PROD0011,Business Account,business
CUST000033,5,PROD0003,Gold Credit Card,credit_card
CUST000034,1,PROD0010,Travel Insurance,insurance
CUST000034,2,PROD0009,Health Insurance,insurance
CUST000034,3,PROD0008,Mutual Fund Starter,investment
CUST000034,4,PROD0015,Wealth Management,investment
CUST000034,5,PROD0019,Debit Card Premium,card
CUST000035,1,PROD0012,Student Savings,savings
CUST000035,2,PROD0016,Senior Citizen FD,fixed_deposit
CUST000035,3,PROD0017,NRI Account,checking
CUST000035,4,PROD0011,Business Account,business
CUST000035,5,PROD0020,Mobile Banking Pro,digital
CUST000036,1,PROD0015,Wealth Management,investment
CUST000036,2,PROD0004,Personal Loan,loan
CUST000036,3,PROD0013,Rewards Credit Card,credit_card
CUST000036,4,PROD0011,Business Account,business
CUST000036,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000037,1,PROD0015,Wealth Management,investment
CUST000037,2,PROD0001,Savings Plus,savings
CUST000037,3,PROD0003,Gold Credit Card,credit_card
CUST000037,4,PROD0011,Business Account,business
CUST000037,5,PROD0004,Personal Loan,loan
CUST000038,1,PROD0015,Wealth Management,investment
CUST000038,2,PROD0004,Personal Loan,loan
CUST000038,3,PROD0019,Debit Card Premium,card
CUST000038,4,PROD0011,Business Account,business
CUST000038,5,PROD0003,Gold Credit Card,credit_card
CUST000039,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000039,2,PROD0019,Debit Card Premium,card
CUST000039,3,PROD0008,Mutual Fund Starter,investment
CUST000039,4,PROD0020,Mobile Banking Pro,digital
CUST000039,5,PROD0013,Rewards Credit Card,credit_card
CUST000040,1,PROD0001,Savings Plus,savings
CUST000040,2,PROD0021,Forex Card,card
CUST000040,3,PROD0012,Student Savings,savings
CUST000040,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000040,5,PROD0025,Crop Insurance,insurance
CUST000041,1,PROD0019,Debit Card Premium,card
CUST000041,2,PROD0015,Wealth Management,investment
CUST000041,3,PROD0020,Mobile Banking Pro,digital
CUST000041,4,PROD0011,Business Account,business
CUST000041,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000042,1,PROD0019,Debit Card Premium,card
CUST000042,2,PROD0013,Rewards Credit Card,credit_card
CUST000042,3,PROD0020,Mobile Banking Pro,digital
CUST000042,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000042,5,PROD0011,Business Account,business
CUST000043,1,PROD0010,Travel Insurance,insurance
CUST000043,2,PROD0004,Personal Loan,loan
CUST000043,3,PROD0011,Business Account,business
CUST000043,4,PROD0020,Mobile Banking Pro,digital
CUST000043,5,PROD0015,Wealth Management,investment
CUST000044,1,PROD0021,Forex Card,card
CUST000044,2,PROD0015,Wealth Management,investment
CUST000044,3,PROD0011,Business Account,business
CUST000044,4,PROD0008,Mutual Fund Starter,investment
CUST000044,5,PROD0017,NRI Account,checking
CUST000045,1,PROD0013,Rewards Credit Card,credit_card
CUST000045,2,PROD0011,Business Account,business
CUST000045,3,PROD0019,Debit Card Premium,card
CUST000045,4,PROD0015,Wealth Management,investment
CUST000045,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000046,1,PROD0006,Auto Loan,auto_loan
CUST000046,2,PROD0011,Business Account,business
CUST000046,3,PROD0007,Fixed Deposit 1Y,fixed_deposit
CUST000046,4,PROD0017,NRI Account,checking
CUST000046,5,PROD0015,Wealth Management,investment
CUST000047,1,PROD0010,Travel Insurance,insurance
CUST000047,2,PROD0009,Health Insurance,insurance
CUST000047,3,PROD0006,Auto Loan,auto_loan
CUST000047,4,PROD0019,Debit Card Premium,card
CUST000047,5,PROD0011,Business Account,business
CUST000048,1,PROD0017,NRI Account,checking
CUST000048,2,PROD0025,Crop Insurance,insurance
CUST000048,3,PROD0013,Rewards Credit Card,credit_card
CUST000048,4,PROD0020,Mobile Banking Pro,digital
CUST000048,5,PROD0011,Business Account,business
CUST000049,1,PROD0003,Gold Credit Card,credit_card
CUST000049,2,PROD0019,Debit Card Premium,card
CUST000049,3,PROD0020,Mobile Banking Pro,digital
CUST000049,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000049,5,PROD0008,Mutual Fund Starter,investment
CUST000050,1,PROD0012,Student Savings,savings
CUST000050,2,PROD0022,PPF Account,savings
CUST000050,3,PROD0010,Travel Insurance,insurance
CUST000050,4,PROD0019,Debit Card Premium,card
CUST000050,5,PROD0003,Gold Credit Card,credit_card
CUST000051,1,PROD0025,Crop Insurance,insurance
CUST000051,2,PROD0009,Health Insurance,insurance
CUST000051,3,PROD0011,Business Account,business
CUST000051,4,PROD0019,Debit Card Premium,card
CUST000051,5,PROD0003,Gold Credit Card,credit_card
CUST000052,1,PROD0022,PPF Account,savings
CUST000052,2,PROD0001,Savings Plus,savings
CUST000052,3,PROD0004,Personal Loan,loan
CUST000052,4,PROD0011,Business Account,business
CUST000052,5,PROD0015,Wealth Management,investment
CUST000053,1,PROD0008,Mutual Fund Starter,investment
CUST000053,2,PROD0015,Wealth Management,investment
CUST000053,3,PROD0019,Debit Card Premium,card
CUST000053,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000053,5,PROD0003,Gold Credit Card,credit_card
CUST000054,1,PROD0003,Gold Credit Card,credit_card
CUST000054,2,PROD0019,Debit Card Premium,card
CUST000054,3,PROD0011,Business Account,business
CUST000054,4,PROD0020,Mobile Banking Pro,digital
CUST000054,5,PROD0015,Wealth Management,investment
CUST000055,1,PROD0004,Personal Loan,loan
CUST000055,2,PROD0010,Travel Insurance,insurance
CUST000055,3,PROD0017,NRI Account,checking
CUST000055,4,PROD0009,Health Insurance,insurance
CUST000055,5,PROD0011,Business Account,business
CUST000056,1,PROD0011,Business Account,business
CUST000056,2,PROD0025,Crop Insurance,insurance
CUST000056,3,PROD0015,Wealth Management,investment
CUST000056,4,PROD0003,Gold Credit Card,credit_card
CUST000056,5,PROD0008,Mutual Fund Starter,investment
CUST000057,1,PROD0013,Rewards Credit Card,credit_card
CUST000057,2,PROD0020,Mobile Banking Pro,digital
CUST000057,3,PROD0011,Business Account,business
CUST000057,4,PROD0019,Debit Card Premium,card
CUST000057,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000058,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000058,2,PROD0011,Business Account,business
CUST000058,3,PROD0020,Mobile Banking Pro,digital
CUST000058,4,PROD0003,Gold Credit Card,credit_card
CUST000058,5,PROD0019,Debit Card Premium,card
CUST000059,1,PROD0012,Student Savings,savings
CUST000059,2,PROD0022,PPF Account,savings
CUST000059,3,PROD0019,Debit Card Premium,card
CUST000059,4,PROD0013,Rewards Credit Card,credit_card
CUST000059,5,PROD0010,Travel Insurance,insurance
CUST000060,1,PROD0015,Wealth Management,investment
CUST000060,2,PROD0023,Demat Account,investment
CUST000060,3,PROD0019,Debit Card Premium,card
CUST000060,4,PROD0011,Business Account,business
CUST000060,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000061,1,PROD0013,Rewards Credit Card,credit_card
CUST000061,2,PROD0017,NRI Account,checking
CUST000061,3,PROD0016,Senior Citizen FD,fixed_deposit
CUST000061,4,PROD0019,Debit Card Premium,card
CUST000061,5,PROD0015,Wealth Management,investment
CUST000062,1,PROD0012,Student Savings,savings
CUST000062,2,PROD0022,PPF Account,savings
CUST000062,3,PROD0016,Senior Citizen FD,fixed_deposit
CUST000062,4,PROD0019,Debit Card Premium,card
CUST000062,5,PROD0020,Mobile Banking Pro,digital
CUST000063,1,PROD0025,Crop Insurance,insurance
CUST000063,2,PROD0019,Debit Card Premium,card
CUST000063,3,PROD0010,Travel Insurance,insurance
CUST000063,4,PROD0017,NRI Account,checking
CUST000063,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000064,1,PROD0019,Debit Card Premium,card
CUST000064,2,PROD0011,Business Account,business
CUST000064,3,PROD0025,Crop Insurance,insurance
CUST000064,4,PROD0004,Personal Loan,loan
CUST000064,5,PROD0013,Rewards Credit Card,credit_card
CUST000065,1,PROD0013,Rewards Credit Card,credit_card
CUST000065,2,PROD0001,Savings Plus,savings
CUST000065,3,PROD0020,Mobile Banking Pro,digital
CUST000065,4,PROD0011,Business Account,business
CUST000065,5,PROD0025,Crop Insurance,insurance
CUST000066,1,PROD0011,Business Account,business
CUST000066,2,PROD0009,Health Insurance,insurance
CUST000066,3,PROD0019,Debit Card Premium,card
CUST000066,4,PROD0020,Mobile Banking Pro,digital
CUST000066,5,PROD0008,Mutual Fund Starter,investment
CUST000067,1,PROD0021,Forex Card,card
CUST000067,2,PROD0012,Student Savings,savings
CUST000067,3,PROD0022,PPF Account,savings
CUST000067,4,PROD0011,Business Account,business
CUST000067,5,PROD0013,Rewards Credit Card,credit_card
CUST000068,1,PROD0015,Wealth Management,investment
CUST000068,2,PROD0021,Forex Card,card
CUST000068,3,PROD0011,Business Account,business
CUST000068,4,PROD0023,Demat Account,investment
CUST000068,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000069,1,PROD0012,Student Savings,savings
CUST000069,2,PROD0016,Senior Citizen FD,fixed_deposit
CUST000069,3,PROD0008,Mutual Fund Starter,investment
CUST000069,4,PROD0019,Debit Card Premium,card
CUST000069,5,PROD0015,Wealth Management,investment
CUST000070,1,PROD0019,Debit Card Premium,card
CUST000070,2,PROD0008,Mutual Fund Starter,investment
CUST000070,3,PROD0013,Rewards Credit Card,credit_card
CUST000070,4,PROD0020,Mobile Banking Pro,digital
CUST000070,5,PROD0010,Travel Insurance,insurance
CUST000071,1,PROD0009,Health Insurance,insurance
CUST000071,2,PROD0015,Wealth Management,investment
CUST000071,3,PROD0011,Business Account,business
CUST000071,4,PROD0013,Rewards Credit Card,credit_card
CUST000071,5,PROD0020,Mobile Banking Pro,digital
CUST000072,1,PROD0015,Wealth Management,investment
CUST000072,2,PROD0008,Mutual Fund Starter,investment
CUST000072,3,PROD0011,Business Account,business
CUST000072,4,PROD0021,Forex Card,card
CUST000072,5,PROD0017,NRI Account,checking
CUST000073,1,PROD0009,Health Insurance,insurance
CUST000073,2,PROD0010,Travel Insurance,insurance
CUST000073,3,PROD0001,Savings Plus,savings
CUST000073,4,PROD0011,Business Account,business
CUST000073,5,PROD0019,Debit Card Premium,card
CUST000074,1,PROD0008,Mutual Fund Starter,investment
CUST000074,2,PROD0021,Forex Card,card
CUST000074,3,PROD0025,Crop Insurance,insurance
CUST000074,4,PROD0020,Mobile Banking Pro,digital
CUST000074,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000075,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000075,2,PROD0019,Debit Card Premium,card
CUST000075,3,PROD0020,Mobile Banking Pro,digital
CUST000075,4,PROD0025,Crop Insurance,insurance
CUST000075,5,PROD0003,Gold Credit Card,credit_card
CUST000076,1,PROD0003,Gold Credit Card,credit_card
CUST000076,2,PROD0016,Senior Citizen FD,fixed_deposit
CUST000076,3,PROD0011,Business Account,business
CUST000076,4,PROD0025,Crop Insurance,insurance
CUST000076,5,PROD0010,Travel Insurance,insurance
CUST000077,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000077,2,PROD0015,Wealth Management,investment
CUST000077,3,PROD0025,Crop Insurance,insurance
CUST000077,4,PROD0019,Debit Card Premium,card
CUST000077,5,PROD0003,Gold Credit Card,credit_card
CUST000078,1,PROD0015,Wealth Management,investment
CUST000078,2,PROD0019,Debit Card Premium,card
CUST000078,3,PROD0016,Senior Citizen FD,fixed_deposit
CUST000078,4,PROD0003,Gold Credit Card,credit_card
CUST000078,5,PROD0020,Mobile Banking Pro,digital
CUST000079,1,PROD0019,Debit Card Premium,card
CUST000079,2,PROD0016,Senior Citizen FD,fixed_deposit
CUST000079,3,PROD0012,Student Savings,savings
CUST000079,4,PROD0013,Rewards Credit Card,credit_card
CUST000079,5,PROD0022,PPF Account,savings
CUST000080,1,PROD0022,PPF Account,savings
CUST000080,2,PROD0019,Debit Card Premium,card
CUST000080,3,PROD0011,Business Account,business
CUST000080,4,PROD0010,Travel Insurance,insurance
CUST000080,5,PROD0013,Rewards Credit Card,credit_card
CUST000081,1,PROD0015,Wealth Management,investment
CUST000081,2,PROD0019,Debit Card Premium,card
CUST000081,3,PROD0003,Gold Credit Card,credit_card
CUST000081,4,PROD0020,Mobile Banking Pro,digital
CUST000081,5,PROD0017,NRI Account,checking
CUST000082,1,PROD0001,Savings Plus,savings
CUST000082,2,PROD0012,Student Savings,savings
CUST000082,3,PROD0011,Business Account,business
CUST000082,4,PROD0020,Mobile Banking Pro,digital
CUST000082,5,PROD0019,Debit Card Premium,card
CUST000083,1,PROD0019,Debit Card Premium,card
CUST000083,2,PROD0008,Mutual Fund Starter,investment
CUST000083,3,PROD0016,Senior Citizen FD,fixed_deposit
CUST000083,4,PROD0025,Crop Insurance,insurance
CUST000083,5,PROD0003,Gold Credit Card,credit_card
CUST000084,1,PROD0012,Student Savings,savings
CUST000084,2,PROD0017,NRI Account,checking
CUST000084,3,PROD0011,Business Account,business
CUST000084,4,PROD0003,Gold Credit Card,credit_card
CUST000084,5,PROD0001,Savings Plus,savings
CUST000085,1,PROD0003,Gold Credit Card,credit_card
CUST000085,2,PROD0019,Debit Card Premium,card
CUST000085,3,PROD0011,Business Account,business
CUST000085,4,PROD0015,Wealth Management,investment
CUST000085,5,PROD0017,NRI Account,checking
CUST000086,1,PROD0015,Wealth Management,investment
CUST000086,2,PROD0016,Senior Citizen FD,fixed_deposit
CUST000086,3,PROD0011,Business Account,business
CUST000086,4,PROD0017,NRI Account,checking
CUST000086,5,PROD0003,Gold Credit Card,credit_card
CUST000087,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000087,2,PROD0019,Debit Card Premium,card
CUST000087,3,PROD0008,Mutual Fund Starter,investment
CUST000087,4,PROD0025,Crop Insurance,insurance
CUST000087,5,PROD0020,Mobile Banking Pro,digital
CUST000088,1,PROD0001,Savings Plus,savings
CUST000088,2,PROD0017,NRI Account,checking
CUST000088,3,PROD0022,PPF Account,savings
CUST000088,4,PROD0011,Business Account,business
CUST000088,5,PROD0019,Debit Card Premium,card
CUST000089,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000089,2,PROD0003,Gold Credit Card,credit_card
CUST000089,3,PROD0011,Business Account,business
CUST000089,4,PROD0021,Forex Card,card
CUST000089,5,PROD0015,Wealth Management,investment
CUST000090,1,PROD0017,NRI Account,checking
CUST000090,2,PROD0003,Gold Credit Card,credit_card
CUST000090,3,PROD0011,Business Account,business
CUST000090,4,PROD0015,Wealth Management,investment
CUST000090,5,PROD0008,Mutual Fund Starter,investment
CUST000091,1,PROD0021,Forex Card,card
CUST000091,2,PROD0017,NRI Account,checking
CUST000091,3,PROD0011,Business Account,business
CUST000091,4,PROD0020,Mobile Banking Pro,digital
CUST000091,5,PROD0015,Wealth Management,investment
CUST000092,1,PROD0020,Mobile Banking Pro,digital
CUST000092,2,PROD0016,Senior Citizen FD,fixed_deposit
CUST000092,3,PROD0019,Debit Card Premium,card
CUST000092,4,PROD0003,Gold Credit Card,credit_card
CUST000092,5,PROD0015,Wealth Management,investment
CUST000093,1,PROD0012,Student Savings,savings
CUST000093,2,PROD0019,Debit Card Premium,card
CUST000093,3,PROD0006,Auto Loan,auto_loan
CUST000093,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000093,5,PROD0015,Wealth Management,investment
CUST000094,1,PROD0008,Mutual Fund Starter,investment
CUST000094,2,PROD0011,Business Account,business
CUST000094,3,PROD0020,Mobile Banking Pro,digital
CUST000094,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000094,5,PROD0021,Forex Card,card
CUST000095,1,PROD0013,Rewards Credit Card,credit_card
CUST000095,2,PROD0008,Mutual Fund Starter,investment
CUST000095,3,PROD0019,Debit Card Premium,card
CUST000095,4,PROD0011,Business Account,business
CUST000095,5,PROD0020,Mobile Banking Pro,digital
CUST000096,1,PROD0008,Mutual Fund Starter,investment
CUST000096,2,PROD0013,Rewards Credit Card,credit_card
CUST000096,3,PROD0011,Business Account,business
CUST000096,4,PROD0017,NRI Account,checking
CUST000096,5,PROD0016,Senior Citizen FD,fixed_deposit
CUST000097,1,PROD0012,Student Savings,savings
CUST000097,2,PROD0001,Savings Plus,savings
CUST000097,3,PROD0017,NRI Account,checking
CUST000097,4,PROD0003,Gold Credit Card,credit_card
CUST000097,5,PROD0019,Debit Card Premium,card
CUST000098,1,PROD0016,Senior Citizen FD,fixed_deposit
CUST000098,2,PROD0019,Debit Card Premium,card
CUST000098,3,PROD0003,Gold Credit Card,credit_card
CUST000098,4,PROD0011,Business Account,business
CUST000098,5,PROD0008,Mutual Fund Starter,investment
CUST000099,1,PROD0009,Health Insurance,insurance
CUST000099,2,PROD0010,Travel Insurance,insurance
CUST000099,3,PROD0019,Debit Card Premium,card
CUST000099,4,PROD0002,Premium Checking,checking
CUST000099,5,PROD0020,Mobile Banking Pro,digital
CUST000100,1,PROD0019,Debit Card Premium,card
CUST000100,2,PROD0015,Wealth Management,investment
CUST000100,3,PROD0013,Rewards Credit Card,credit_card
CUST000100,4,PROD0016,Senior Citizen FD,fixed_deposit
CUST000100,5,PROD0010,Travel Insurance,insurance
CUST000101,1,PROD0019,Debit Card Premium,card
CUST000101,2,PROD0003,Gold Credit Card,credit_card
CUST000101,3,PROD0001,Savings Plus,savings
CUST000101,4,PROD0015,Wealth Management,investment
CUST000101,5,PROD0020,Mobile Banking Pro,digital
CUST000102,1,PROD0004,Personal Loan,loan
CUST000102,2,PROD0011,Business Account,business
CUST000102,3,PROD0015,Wealth Management,investment
CUST000102,4,PROD0020,Mobile Banking Pro,digital
CUST000102,5,PROD0003,Gold Credit Card,credit_card
CUST000103,1,PROD0019,Debit Card Premium,card
CUST000103,2,PROD0003,Gold Credit Card,credit_card
CUST000103,3,PROD0016,Senior Citizen FD,fixed_deposit
CUST000103,4,PROD0020,Mobile Banking Pro,digital
CUST000103,5,PROD0010,Travel Insurance,insurance
CUST000104,1,PROD0003,Gold Credit Card,credit_card
CUST000104,2,PROD0019,Debit Card Premium,card
CUST000104,3,PROD0011,Business Account,business
CUST000104,4,PROD0020,Mobile Banking Pro,digital
CUST000104,5,PROD0015,Wealth Management,investment
CUST000105,1,PROD0010,Travel Insurance,insurance
CUST000105,2,PROD0017,NRI Account,checking
CUST000105,3,PROD0019,Debit Card Premium,card
CUST000105,4,PROD0009,Health Insurance,insurance
CUST000105,5,PROD0011,Business Account,business
CUST000106,1,PROD0001,Savings Plus,savings
CUST000106,2,PROD0025,Crop Insurance,insurance
CUST000106,3,PROD0015,Wealth Management,investment
CUST000106,4,PROD0011,Business Account,business
CUST000106,5,PROD0017,NRI Account,checking
CUST000107,1,PROD0015,Wealth Management,investment
CUST000107,2,PROD0023,Demat Account,investment
CUST000107,3,PROD0021,Forex Card,card
CUST000107,4,PROD0020,Mobile Banking Pro,digital
CUST000107,5,PROD0017,NRI Account,checking
CUST000108,1,PROD0003,Gold Credit Card,credit_card
CUST000108,2,PROD0002,Premium Checking,checking
CUST000108,3,PROD0019,Debit Card Premium,card
CUST000108,4,PROD0020,Mobile Banking Pro,digital
CUST000108,5,PROD0011,Business Account,business
CUST000109,1,PROD0019,Debit Card Premium,card
CUST000109,2,PROD0025,Crop Insurance,insurance
CUST000109,3,PROD0020,Mobile Banking Pro,digital
