customer_id,txn_count,total_amount,avg_amount,std_amount,max_amount,deposit_count,withdrawal_count,transfer_count,last_txn_date,first_txn_date,active_days,txn_frequency,deposit_ratio,withdrawal_ratio,avg_daily_spend,cluster,segment_label,pca1,pca2
CUST000053,16,363993.24,22749.5775,25356.662570574885,82325.8,6,3,3,2025-12-05,2023-01-24,1047,0.015281757402101241,0.375,0.1875,347.6535243553009,0,Low Activity,0.7095567816554645,0.036366123541702405
CUST000054,11,338485.83,30771.43909090909,23723.772206293186,73621.06,7,1,1,2025-12-30,2023-03-28,1009,0.010901883052527254,0.6363636363636364,0.09090909090909091,335.4666303270565,0,Low Activity,1.0639861235769468,0.09057091845774366
CUST000055,10,261559.71,26155.970999999998,19477.48633658783,55268.61,2,3,4,2025-12-06,2023-04-12,970,0.010309278350515464,0.2,0.3,269.6491855670103,1,High Value,-1.0857371711594372,-0.05402576549191973
CUST000056,10,129180.90000000001,12918.09,9797.569942502183,30400.54,0,5,2,2025-12-18,2023-01-18,1066,0.009380863039399626,0.0,0.5,121.1828330206379,1,High Value,-3.7749638229715954,-0.08511231313014245
CUST000057,12,188217.32,15684.776666666667,16654.6023780419,56205.63,2,4,4,2025-05-09,2023-01-08,853,0.01406799531066823,0.16666666666666666,0.3333333333333333,220.65336459554516,1,High Value,-1.9989432744202071,0.03887380340515351
CUST000058,9,212306.12,23589.568888888887,18506.272325713275,49864.68,5,2,1,2025-11-03,2023-02-16,992,0.009072580645161291,0.5555555555555556,0.2222222222222222,214.01826612903224,1,High Value,-0.8754002463196039,0.0637589462464204
CUST000059,9,250310.43,27812.27,37647.70622639546,124387.63,3,2,2,2025-12-09,2023-03-12,1004,0.008964143426294821,0.3333333333333333,0.2222222222222222,249.31317729083665,0,Low Activity,1.3153980290517864,-0.41603668734528293
CUST000060,10,384052.52999999997,38405.253,37919.223084731646,130444.61,5,1,2,2025-11-21,2023-05-23,914,0.010940919037199124,0.5,0.1,420.18876367614877,0,Low Activity,2.997597768866729,-0.21180460019170025
CUST000061,13,481963.8,37074.13846153846,32321.660832493286,122133.79,4,5,3,2025-10-31,2023-09-21,772,0.01683937823834197,0.3076923076923077,0.38461538461538464,624.3054404145078,0,Low Activity,2.417233129568437,0.043650786025021635
CUST000062,8,235134.34,29391.7925,27680.094468430223,82788.5,3,2,3,2025-10-21,2023-04-12,924,0.008658008658008658,0.375,0.25,254.47439393939393,0,Low Activity,0.11258547707200568,-0.18155724850143434
CUST000063,10,124820.81,12482.081,13214.690546504546,44715.35,3,3,0,2025-12-09,2023-03-18,998,0.01002004008016032,0.3,0.3,125.07095190380761,1,High Value,-2.627627028872041,0.005022395536606276
CUST000064,10,294565.11,29456.511,21458.637754404244,74654.31,5,2,2,2025-10-31,2023-03-31,946,0.010570824524312896,0.5,0.2,311.3796088794926,0,Low Activity,0.30137039356271283,0.0363654582772943
CUST000065,15,398774.74,26584.982666666667,25380.576157767762,79789.29,4,3,5,2025-11-04,2023-05-06,914,0.016411378555798686,0.26666666666666666,0.2,436.29621444201314,0,Low Activity,0.7294037164267134,0.0915321654493789
CUST000066,8,112443.68000000001,14055.460000000001,17274.49089123034,50546.12,2,3,1,2025-12-02,2024-03-18,625,0.0128,0.25,0.375,179.90988800000002,1,High Value,-2.5799608563180425,0.0502994823571616
CUST000067,10,599183.91,59918.391,39359.456070257955,141064.92,5,2,3,2025-01-30,2023-01-31,731,0.013679890560875513,0.5,0.2,819.6770314637483,0,Low Activity,5.093541540292689,0.04992651120648967
CUST000068,3,124639.55,41546.51666666667,41091.43896251667,88985.88,2,0,0,2024-09-09,2023-03-27,533,0.005628517823639775,0.6666666666666666,0.0,233.8453095684803,0,Low Activity,1.602221137612441,-0.25665697942418536
CUST000069,12,439183.42000000004,36598.61833333334,27407.994661648314,95078.61,4,3,2,2025-11-25,2023-01-11,1050,0.011428571428571429,0.3333333333333333,0.25,418.26992380952385,0,Low Activity,1.632676407452192,-0.0986662895302317
CUST000070,3,102989.6,34329.86666666667,28988.226209691296,65445.73,2,1,0,2024-03-04,2023-06-01,278,0.01079136690647482,0.6666666666666666,0.3333333333333333,370.46618705035974,1,High Value,-0.2114479392637237,0.1592698610028919
CUST000071,5,198933.85,39786.770000000004,20887.793608036965,60209.77,1,1,0,2024-12-26,2023-02-08,688,0.007267441860465116,0.2,0.2,289.1480377906977,1,High Value,-0.6630350019193476,-0.1051868364082767
CUST000072,6,290086.62,48347.77,44018.190074090046,132830.27,3,0,2,2025-06-15,2023-02-22,845,0.007100591715976331,0.5,0.0,343.297775147929,0,Low Activity,3.3589983607156606,-0.40111140928235023
CUST000073,9,149078.66,16564.295555555556,17689.641212138893,53093.07,3,2,2,2025-04-07,2023-01-03,826,0.010895883777239709,0.3333333333333333,0.2222222222222222,180.4826392251816,1,High Value,-1.8684104323627932,0.019859842165368687
CUST000074,18,475699.18,26427.73222222222,19898.16185008128,72066.48,5,8,4,2025-10-28,2023-02-11,991,0.018163471241170535,0.2777777777777778,0.4444444444444444,480.0193541876892,0,Low Activity,0.5458959560857344,0.19854429187671352
CUST000075,9,234405.48,26045.053333333333,17346.189502524758,55106.12,2,5,2,2025-06-04,2023-08-10,665,0.013533834586466165,0.2222222222222222,0.5555555555555556,352.48944360902254,1,High Value,-1.5942541730729387,0.11753457819916358
CUST000076,6,196297.37,32716.228333333333,40976.250021358675,115167.91,1,1,1,2025-01-02,2023-01-13,721,0.008321775312066574,0.16666666666666666,0.16666666666666666,272.2571012482663,0,Low Activity,0.9476492747248562,-0.4654388438227424
CUST000077,11,227737.26,20703.387272727272,18118.173573458826,58536.95,3,4,2,2025-12-28,2023-01-30,1064,0.010338345864661654,0.2727272727272727,0.36363636363636365,214.03877819548873,1,High Value,-1.3852455176091563,-0.06057227105587179
CUST000078,11,438665.51,39878.68272727273,29618.08830821533,100514.6,7,0,4,2024-09-07,2023-03-24,534,0.020599250936329586,0.6363636363636364,0.0,821.4709925093633,0,Low Activity,2.8163822910264833,0.5745192072852034
CUST000079,10,231760.63,23176.063000000002,15598.563647650417,43775.71,3,3,2,2025-12-14,2023-01-03,1077,0.009285051067780872,0.3,0.3,215.19092850510677,1,High Value,-1.5649695765874003,-0.0025649830088931083
CUST000080,6,191373.96,31895.66,28643.08592456057,69709.34,2,2,1,2025-12-03,2024-01-04,700,0.008571428571428572,0.3333333333333333,0.3333333333333333,273.3913714285714,1,High Value,-0.38669304328921217,-0.1534181881694583
CUST000081,12,240228.58000000002,20019.048333333336,13903.635588015253,42660.78,4,2,1,2025-11-16,2023-01-03,1049,0.011439466158245948,0.3333333333333333,0.16666666666666666,229.00722592945664,1,High Value,-1.4647252674674203,0.10632065205928862
CUST000082,8,334940.28,41867.535,36008.66002653211,103553.14,3,2,2,2025-10-14,2023-01-09,1010,0.007920792079207921,0.375,0.25,331.6240396039604,0,Low Activity,1.9095265433959896,-0.31924228327107057
CUST000083,9,103175.64,11463.96,5019.247792301651,16561.92,1,4,1,2024-09-01,2023-04-07,514,0.017509727626459144,0.1111111111111111,0.4444444444444444,200.73081712062256,1,High Value,-4.205934525357248,0.3582796740187344
CUST000084,10,200357.07,20035.707000000002,17173.070696174316,44525.75,4,1,1,2025-10-24,2023-03-09,961,0.01040582726326743,0.4,0.1,208.4881061394381,1,High Value,-1.3490641455438057,0.07469764944942914
CUST000085,15,420382.16,28025.477333333332,44474.53774740304,142350.91,6,4,4,2025-12-01,2023-01-07,1060,0.014150943396226415,0.4,0.26666666666666666,396.5869433962264,0,Low Activity,3.077861588896603,-0.333910890265896
CUST000086,10,89492.17,8949.217,8747.87023201019,28516.82,2,3,1,2025-11-17,2023-01-28,1025,0.00975609756097561,0.2,0.3,87.30943414634146,1,High Value,-3.6299154523997315,0.029733312772097505
CUST000087,10,278379.23,27837.923,21431.90613654016,84804.67,5,3,1,2025-06-09,2023-04-03,799,0.012515644555694618,0.5,0.3,348.409549436796,0,Low Activity,0.22475000113905286,0.0878478322507058
CUST000088,10,423821.1,42382.11,27852.124945924283,94425.45,4,1,1,2025-07-08,2023-02-14,876,0.01141552511415525,0.4,0.1,483.8140410958904,0,Low Activity,2.053158224701979,0.0018656806596067325
CUST000089,11,290099.18,26372.652727272725,16353.738616049905,48494.19,5,0,2,2025-04-10,2023-03-24,749,0.014686248331108143,0.45454545454545453,0.0,387.31532710280374,1,High Value,-0.3679380781028724,0.33222980657364687
CUST000090,11,374164.55,34014.95909090909,34337.34950620169,106142.57,4,4,3,2025-12-28,2023-02-17,1046,0.010516252390057362,0.36363636363636365,0.36363636363636365,357.7098948374761,0,Low Activity,1.6565417954611301,-0.2540001877071516
CUST000091,8,230158.89,28769.86125,18549.53457720508,60006.28,6,1,1,2025-11-25,2023-08-17,832,0.009615384615384616,0.75,0.125,276.63328125000004,1,High Value,0.040476304587970025,0.18846232341212193
CUST000092,11,454266.33,41296.939090909094,32041.245563979395,102413.83,5,3,2,2025-06-26,2023-05-03,786,0.013994910941475827,0.45454545454545453,0.2727272727272727,577.9469847328245,0,Low Activity,2.4415706199628207,0.06820866207726484
CUST000093,13,366162.07,28166.313076923077,37886.91584975861,139575.89,2,3,4,2025-11-09,2023-03-28,958,0.013569937369519834,0.15384615384615385,0.23076923076923078,382.2151043841336,0,Low Activity,1.9654054489829575,-0.3504208353504699
CUST000094,8,205013.84,25626.73,12972.33511483903,48544.5,3,1,3,2025-10-09,2023-02-27,956,0.008368200836820083,0.375,0.125,214.44962343096233,1,High Value,-1.385855838498945,0.05475092341574271
CUST000095,13,414492.35,31884.026923076923,28103.746247145704,100234.25,3,5,1,2025-09-06,2023-07-09,791,0.01643489254108723,0.23076923076923078,0.38461538461538464,524.0105562579014,0,Low Activity,1.16169886651482,0.047023920111252414
CUST000096,4,72908.51999999999,18227.129999999997,21925.994956326762,48989.1,1,0,2,2025-10-04,2024-05-10,513,0.007797270955165692,0.25,0.0,142.1218713450292,1,High Value,-2.152088731677292,-0.09852322783884887
CUST000097,12,421178.06,35098.17166666667,30648.6374634768,113014.82,6,3,2,2025-01-27,2023-03-07,693,0.017316017316017316,0.5,0.25,607.7605483405483,0,Low Activity,2.2853546657663695,0.19912327470587154
CUST000098,9,470696.32,52299.59111111111,46068.57818923476,112889.17,6,1,2,2025-11-03,2023-04-23,926,0.009719222462203024,0.6666666666666666,0.1111111111111111,508.3113606911447,0,Low Activity,4.387339337899582,-0.18374869146986947
CUST000099,6,179585.27,29930.87833333333,25246.600639919357,71956.93,2,2,2,2025-03-25,2023-03-09,748,0.008021390374331552,0.3333333333333333,0.3333333333333333,240.08725935828875,1,High Value,-0.6686159129516281,-0.15716493790298422
CUST000100,12,224446.6,18703.883333333335,14080.434005263107,40676.81,5,3,0,2025-03-04,2023-02-18,746,0.0160857908847185,0.4166666666666667,0.25,300.86675603217157,1,High Value,-1.5437484409895266,0.3238278393043915
CUST000101,15,362530.88,24168.725333333332,16711.10464912473,53827.52,3,4,5,2025-10-06,2023-03-20,932,0.016094420600858368,0.2,0.26666666666666666,388.98163090128753,1,High Value,-0.6095033142562815,0.18598842411841443
CUST000102,7,119229.41,17032.772857142856,18438.959977089016,44782.61,1,2,2,2025-11-23,2023-12-10,715,0.009790209790209791,0.14285714285714285,0.2857142857142857,166.75441958041958,1,High Value,-2.6057955404052033,-0.0748389439554244
CUST000103,12,322945.29,26912.1075,16449.61913752309,63101.85,3,4,3,2025-06-15,2023-03-21,818,0.014669926650366748,0.25,0.3333333333333333,394.7986430317848,1,High Value,-0.6408444129956102,0.16825324011899354
CUST000104,15,635036.52,42335.768000000004,35741.989333957696,139393.24,8,1,3,2025-08-29,2023-02-01,941,0.015940488841657812,0.5333333333333333,0.06666666666666667,674.8528374070138,0,Low Activity,4.6164110550296495,0.049791187022490434
CUST000105,13,334404.19,25723.39923076923,16615.272322493172,60913.01,5,1,4,2025-12-17,2023-01-14,1069,0.01216089803554724,0.38461538461538464,0.07692307692307693,312.81963517305894,1,High Value,-0.10802231474471656,0.11333230376921079
CUST000106,10,430730.05,43073.005,42698.78629161704,128508.13,6,2,0,2025-11-22,2023-01-13,1045,0.009569377990430622,0.6,0.2,412.1818660287081,0,Low Activity,3.6919132527009433,-0.28907453112206305
CUST000107,12,233729.29,19477.440833333334,17203.25090219312,49730.83,2,5,3,2025-12-29,2023-03-03,1033,0.011616650532429816,0.16666666666666666,0.4166666666666667,226.26262342691192,1,High Value,-1.8097612571682216,-0.03798220246026549
CUST000108,16,505802.07999999996,31612.629999999997,25215.878335457066,98280.04,3,3,7,2025-08-15,2023-03-09,891,0.017957351290684626,0.1875,0.1875,567.6791021324354,0,Low Activity,1.6392963314878242,0.1256473948511565
CUST000109,12,289469.44,24122.453333333335,26439.09662895234,79517.24,4,3,2,2025-12-13,2023-01-20,1059,0.0113314447592068,0.3333333333333333,0.25,273.3422474032106,0,Low Activity,0.10301628311142111,-0.11996748884303426
CUST000110,9,270072.02,30008.002222222225,26045.32650303734,86353.75,2,1,2,2025-05-14,2023-06-30,685,0.013138686131386862,0.2222222222222222,0.1111111111111111,394.26572262773726,0,Low Activity,0.20539418578980126,-0.0017112882124970966
CUST000111,10,208245.99,20824.599,19013.154598417994,59405.99,2,3,3,2025-08-21,2023-01-31,934,0.010706638115631691,0.2,0.3,222.9614453961456,1,High Value,-1.5165997945007585,-0.06799576754848065
CUST000112,8,210654.5,26331.8125,17570.766401072266,49703.68,1,3,3,2025-12-29,2023-06-05,939,0.008519701810436636,0.125,0.375,224.339190628328,1,High Value,-1.8080896539640265,-0.11788373966752605
CUST000113,10,221143.66999999998,22114.367,21359.452351101063,66673.06,3,2,2,2025-12-29,2023-11-28,763,0.01310615989515072,0.3,0.2,289.83442988204456,1,High Value,-0.8583671200266999,0.0526899478731663
CUST000114,9,262765.32,29196.146666666667,30521.589600929212,89497.1,3,2,3,2025-09-20,2023-07-10,804,0.011194029850746268,0.3333333333333333,0.2222222222222222,326.82253731343286,0,Low Activity,0.48880333793917924,-0.1308268560221856
CUST000115,8,212013.88999999998,26501.736249999998,28672.15827813851,89697.0,2,1,3,2025-11-30,2023-01-17,1049,0.0076263107721639654,0.25,0.125,202.11047664442324,1,High Value,-0.052877787234025635,-0.3087621993968067
CUST000116,12,233953.18,19496.09833333333,12889.906447286456,36175.38,4,4,4,2025-11-30,2024-09-08,449,0.026726057906458798,0.3333333333333333,0.3333333333333333,521.0538530066815,1,High Value,-1.8170084927147403,0.7701623761226428
CUST000117,8,246560.02000000002,30820.002500000002,22219.945638120946,70093.24,1,2,3,2024-05-12,2023-05-05,374,0.0213903743315508,0.125,0.25,659.2513903743315,1,High Value,-0.6708879087524026,0.4698075063941203
CUST000118,16,508878.18,31804.88625,29722.490777561667,101180.16,4,4,3,2025-12-07,2023-01-03,1070,0.014953271028037384,0.25,0.25,475.5870841121495,0,Low Activity,1.9716776622602208,-0.06869407553740799
CUST000119,10,370684.98,37068.498,32188.510314622723,109918.57,5,3,0,2024-09-30,2023-02-21,588,0.017006802721088437,0.5,0.3,630.4166326530612,0,Low Activity,2.045624632484757,0.2142823610047063
CUST000120,8,256981.3,32122.6625,23792.425058471716,74333.04,5,1,1,2025-10-29,2023-06-11,872,0.009174311926605505,0.625,0.125,294.7033256880734,0,Low Activity,0.594416185149611,0.036236459897490546
CUST000121,6,137409.65,22901.608333333334,20162.12982694975,56536.62,2,3,0,2025-08-18,2024-01-31,566,0.01060070671378092,0.3333333333333333,0.5,242.7732332155477,1,High Value,-1.8884458239624418,0.00900026031559825
CUST000122,8,184698.68999999997,23087.336249999997,28713.36141288976,88803.86,2,2,3,2025-09-30,2023-06-15,839,0.009535160905840286,0.25,0.25,220.14146603098925,1,High Value,-0.47792761598262445,-0.24513714501198797
CUST000123,9,197567.2,21951.911111111112,16534.578504263758,46027.78,3,3,1,2025-09-13,2023-07-22,785,0.011464968152866241,0.3333333333333333,0.3333333333333333,251.6779617834395,1,High Value,-1.702723609056167,0.09438794165182353
